"","topic","language","term","platform","done"
"6525","Meat plant workers","id","Pekerja pabrik daging","dailymotion","False"
"6526","Jezero crater life","en","Jezero crater life","youtube","False"
"6527","Jezero crater life","en","Jezero crater life","dailymotion","False"
"6528","Jezero crater life","zh-cn","杰泽罗火山口生活","youtube","False"
"6529","Jezero crater life","zh-cn","杰泽罗火山口生活","dailymotion","False"
"6530","Jezero crater life","hi","जेज़ेरो क्रेटर लाइफ","youtube","False"
"6531","Jezero crater life","hi","जेज़ेरो क्रेटर लाइफ","dailymotion","False"
"6532","Jezero crater life","es","Vida del cráter Jezero","youtube","False"
"6533","Jezero crater life","es","Vida del cráter Jezero","dailymotion","False"
"6534","Jezero crater life","ar","الحياة حفرة Jezero","youtube","False"
"6535","Jezero crater life","ar","الحياة حفرة Jezero","dailymotion","False"
"6536","Jezero crater life","bn","জিজেরো গর্ত জীবন","youtube","False"
"6537","Jezero crater life","bn","জিজেরো গর্ত জীবন","dailymotion","False"
"6538","Jezero crater life","fr","La vie du cratère Jezero","youtube","False"
"6539","Jezero crater life","fr","La vie du cratère Jezero","dailymotion","False"
"6540","Jezero crater life","ru","Жизнь кратера Езеро","youtube","False"
"6541","Jezero crater life","ru","Жизнь кратера Езеро","dailymotion","False"
"6542","Jezero crater life","pt","Vida na cratera de Jezero","youtube","False"
"6543","Jezero crater life","pt","Vida na cratera de Jezero","dailymotion","False"
"6544","Jezero crater life","ur","جیزرو کرٹر لائف۔","youtube","False"
"6545","Jezero crater life","ur","جیزرو کرٹر لائف۔","dailymotion","False"
"6546","Jezero crater life","de","Leben im Jezero-Krater","youtube","False"
"6547","Jezero crater life","de","Leben im Jezero-Krater","dailymotion","False"
"6548","Jezero crater life","jp","ジェゼロクレーターライフ","youtube","False"
"6549","Jezero crater life","jp","ジェゼロクレーターライフ","dailymotion","False"
"6550","Jezero crater life","id","Kehidupan kawah Jezero","youtube","False"
"6551","Jezero crater life","id","Kehidupan kawah Jezero","dailymotion","False"
"6552","Space-X splash down","en","Space-X splash down","youtube","False"
"6553","Space-X splash down","en","Space-X splash down","dailymotion","False"
"6554","Space-X splash down","zh-cn","Space-X 溅落","youtube","False"
"6555","Space-X splash down","zh-cn","Space-X 溅落","dailymotion","False"
"6556","Space-X splash down","hi","स्पेस-एक्स स्प्लैश डाउन","youtube","False"
"6557","Space-X splash down","hi","स्पेस-एक्स स्प्लैश डाउन","dailymotion","False"
"6558","Space-X splash down","es","Salpicaduras de Space-X","youtube","False"
"6559","Space-X splash down","es","Salpicaduras de Space-X","dailymotion","False"
"6560","Space-X splash down","ar","سبيس- X سبلاش","youtube","False"
"6561","Space-X splash down","ar","سبيس- X سبلاش","dailymotion","False"
"6562","Space-X splash down","bn","স্পেস-এক্স স্প্ল্যাশ ডাউন","youtube","False"
"6563","Space-X splash down","bn","স্পেস-এক্স স্প্ল্যাশ ডাউন","dailymotion","False"
"6564","Space-X splash down","fr","Space-X éclabousse","youtube","False"
"6565","Space-X splash down","fr","Space-X éclabousse","dailymotion","False"
"6566","Space-X splash down","ru","Space-X приводнение","youtube","False"
"6567","Space-X splash down","ru","Space-X приводнение","dailymotion","False"
"6568","Space-X splash down","pt","Space-X splash down","youtube","False"
"6569","Space-X splash down","pt","Space-X splash down","dailymotion","False"
"6570","Space-X splash down","ur","اسپیس ایکس سپلیش نیچے۔","youtube","False"
"6571","Space-X splash down","ur","اسپیس ایکس سپلیش نیچے۔","dailymotion","False"
"6572","Space-X splash down","de","Space-X spritzt runter","youtube","False"
"6573","Space-X splash down","de","Space-X spritzt runter","dailymotion","False"
"6574","Space-X splash down","jp","スペースXスプラッシュダウン","youtube","False"
"6575","Space-X splash down","jp","スペースXスプラッシュダウン","dailymotion","False"
"6576","Space-X splash down","id","Space-X percikan ke bawah","youtube","False"
"6577","Space-X splash down","id","Space-X percikan ke bawah","dailymotion","False"
"6578","Archaeological virtual flights","en","Archaeological virtual flights","youtube","False"
"6579","Archaeological virtual flights","en","Archaeological virtual flights","dailymotion","False"
"6580","Archaeological virtual flights","zh-cn","考古虚拟飞行","youtube","False"
"6581","Archaeological virtual flights","zh-cn","考古虚拟飞行","dailymotion","False"
"6582","Archaeological virtual flights","hi","पुरातत्व आभासी उड़ानें","youtube","False"
"6583","Archaeological virtual flights","hi","पुरातत्व आभासी उड़ानें","dailymotion","False"
"6584","Archaeological virtual flights","es","Vuelos virtuales arqueológicos","youtube","False"
"6585","Archaeological virtual flights","es","Vuelos virtuales arqueológicos","dailymotion","False"
"6586","Archaeological virtual flights","ar","الرحلات الافتراضية الأثرية","youtube","False"
"6587","Archaeological virtual flights","ar","الرحلات الافتراضية الأثرية","dailymotion","False"
"6588","Archaeological virtual flights","bn","প্রত্নতাত্ত্বিক ভার্চুয়াল ফ্লাইট","youtube","False"
"6589","Archaeological virtual flights","bn","প্রত্নতাত্ত্বিক ভার্চুয়াল ফ্লাইট","dailymotion","False"
"6590","Archaeological virtual flights","fr","Vols virtuels archéologiques","youtube","False"
"6591","Archaeological virtual flights","fr","Vols virtuels archéologiques","dailymotion","False"
"6592","Archaeological virtual flights","ru","Археологические виртуальные полеты","youtube","False"
"6593","Archaeological virtual flights","ru","Археологические виртуальные полеты","dailymotion","False"
"6594","Archaeological virtual flights","pt","Voos virtuais arqueológicos","youtube","False"
"6595","Archaeological virtual flights","pt","Voos virtuais arqueológicos","dailymotion","False"
"6596","Archaeological virtual flights","ur","آثار قدیمہ ورچوئل پروازیں۔","youtube","False"
"6597","Archaeological virtual flights","ur","آثار قدیمہ ورچوئل پروازیں۔","dailymotion","False"
"6598","Archaeological virtual flights","de","Archäologische virtuelle Flüge","youtube","False"
"6599","Archaeological virtual flights","de","Archäologische virtuelle Flüge","dailymotion","False"
"6600","Archaeological virtual flights","jp","考古学的な仮想飛行","youtube","False"
"6601","Archaeological virtual flights","jp","考古学的な仮想飛行","dailymotion","False"
"6602","Archaeological virtual flights","id","Penerbangan virtual arkeologi","youtube","False"
"6603","Archaeological virtual flights","id","Penerbangan virtual arkeologi","dailymotion","False"
"6604","Covid-19 pill production","en","Covid-19 pill production","youtube","False"
"6605","Covid-19 pill production","en","Covid-19 pill production","dailymotion","False"
"6606","Covid-19 pill production","zh-cn","Covid-19药丸生产","youtube","False"
"6607","Covid-19 pill production","zh-cn","Covid-19药丸生产","dailymotion","False"
"6608","Covid-19 pill production","hi","कोविड -19 गोली उत्पादन","youtube","False"
"6609","Covid-19 pill production","hi","कोविड -19 गोली उत्पादन","dailymotion","False"
"6610","Covid-19 pill production","es","Producción de píldoras Covid-19","youtube","False"
"6611","Covid-19 pill production","es","Producción de píldoras Covid-19","dailymotion","False"
"6612","Covid-19 pill production","ar","إنتاج حبوب كوفيد -19","youtube","False"
"6613","Covid-19 pill production","ar","إنتاج حبوب كوفيد -19","dailymotion","False"
"6614","Covid-19 pill production","bn","কোভিড -১ pill পিল উৎপাদন","youtube","False"
"6615","Covid-19 pill production","bn","কোভিড -১ pill পিল উৎপাদন","dailymotion","False"
"6616","Covid-19 pill production","fr","Production de pilules Covid-19","youtube","False"
"6617","Covid-19 pill production","fr","Production de pilules Covid-19","dailymotion","False"
"6618","Covid-19 pill production","ru","Производство таблеток Covid-19","youtube","False"
"6619","Covid-19 pill production","ru","Производство таблеток Covid-19","dailymotion","False"
"6620","Covid-19 pill production","pt","Produção de comprimidos Covid-19","youtube","False"
"6621","Covid-19 pill production","pt","Produção de comprimidos Covid-19","dailymotion","False"
"6622","Covid-19 pill production","ur","کوویڈ 19 گولی کی پیداوار","youtube","False"
"6623","Covid-19 pill production","ur","کوویڈ 19 گولی کی پیداوار","dailymotion","False"
"6624","Covid-19 pill production","de","Herstellung von Covid-19-Pillen","youtube","False"
"6625","Covid-19 pill production","de","Herstellung von Covid-19-Pillen","dailymotion","False"
"6626","Covid-19 pill production","jp","Covid-19ピルの製造","youtube","False"
"6627","Covid-19 pill production","jp","Covid-19ピルの製造","dailymotion","False"
"6628","Covid-19 pill production","id","Produksi pil Covid-19","youtube","False"
"6629","Covid-19 pill production","id","Produksi pil Covid-19","dailymotion","False"
"6630","Russia actor ISS","en","Russia actor ISS","youtube","False"
"6631","Russia actor ISS","en","Russia actor ISS","dailymotion","False"
"6632","Russia actor ISS","zh-cn","俄罗斯演员国际空间站","youtube","False"
"6633","Russia actor ISS","zh-cn","俄罗斯演员国际空间站","dailymotion","False"
"6634","Russia actor ISS","hi","रूस अभिनेता ISS","youtube","False"
"6635","Russia actor ISS","hi","रूस अभिनेता ISS","dailymotion","False"
"6636","Russia actor ISS","es","Actor ruso ISS","youtube","False"
"6637","Russia actor ISS","es","Actor ruso ISS","dailymotion","False"
"6638","Russia actor ISS","ar","الممثل الروسي ISS","youtube","False"
"6639","Russia actor ISS","ar","الممثل الروسي ISS","dailymotion","False"
"6640","Russia actor ISS","bn","রাশিয়ার অভিনেতা আইএসএস","youtube","False"
"6641","Russia actor ISS","bn","রাশিয়ার অভিনেতা আইএসএস","dailymotion","False"
"6642","Russia actor ISS","fr","Acteur russe ISS","youtube","False"
"6643","Russia actor ISS","fr","Acteur russe ISS","dailymotion","False"
"6644","Russia actor ISS","ru","Россия актер ISS","youtube","False"
"6645","Russia actor ISS","ru","Россия актер ISS","dailymotion","False"
"6646","Russia actor ISS","pt","Ator da Rússia ISS","youtube","False"
"6647","Russia actor ISS","pt","Ator da Rússia ISS","dailymotion","False"
"6648","Russia actor ISS","ur","روسی اداکار آئی ایس ایس۔","youtube","False"
"6649","Russia actor ISS","ur","روسی اداکار آئی ایس ایس۔","dailymotion","False"
"6650","Russia actor ISS","de","Russland-Schauspieler ISS","youtube","False"
"6651","Russia actor ISS","de","Russland-Schauspieler ISS","dailymotion","False"
"6652","Russia actor ISS","jp","ロシアの俳優ISS","youtube","False"
"6653","Russia actor ISS","jp","ロシアの俳優ISS","dailymotion","False"
"6654","Russia actor ISS","id","Aktor Rusia ISS","youtube","False"
"6655","Russia actor ISS","id","Aktor Rusia ISS","dailymotion","False"
"6656","Archaeologist norway ski","en","Archaeologist norway ski","youtube","False"
"6657","Archaeologist norway ski","en","Archaeologist norway ski","dailymotion","False"
"6658","Archaeologist norway ski","zh-cn","考古学家挪威滑雪","youtube","False"
"6659","Archaeologist norway ski","zh-cn","考古学家挪威滑雪","dailymotion","False"
"6660","Archaeologist norway ski","hi","पुरातत्वविद् नॉर्वे स्की","youtube","False"
"6661","Archaeologist norway ski","hi","पुरातत्वविद् नॉर्वे स्की","dailymotion","False"
"6662","Archaeologist norway ski","es","Esquí arqueólogo noruega","youtube","False"
"6663","Archaeologist norway ski","es","Esquí arqueólogo noruega","dailymotion","False"
"6664","Archaeologist norway ski","ar","عالم آثار النرويج للتزلج","youtube","False"
"6665","Archaeologist norway ski","ar","عالم آثار النرويج للتزلج","dailymotion","False"
"6666","Archaeologist norway ski","bn","প্রত্নতত্ত্ববিদ নরওয়ে স্কি","youtube","False"
"6667","Archaeologist norway ski","bn","প্রত্নতত্ত্ববিদ নরওয়ে স্কি","dailymotion","False"
"6668","Archaeologist norway ski","fr","Archéologue norvège ski","youtube","False"
"6669","Archaeologist norway ski","fr","Archéologue norvège ski","dailymotion","False"
"6670","Archaeologist norway ski","ru","Археолог норвегия на лыжах","youtube","False"
"6671","Archaeologist norway ski","ru","Археолог норвегия на лыжах","dailymotion","False"
"6672","Archaeologist norway ski","pt","Arqueólogo esqui norueguês","youtube","False"
"6673","Archaeologist norway ski","pt","Arqueólogo esqui norueguês","dailymotion","False"
"6674","Archaeologist norway ski","ur","ماہر آثار قدیمہ ناروے سکی","youtube","False"
"6675","Archaeologist norway ski","ur","ماہر آثار قدیمہ ناروے سکی","dailymotion","False"
"6676","Archaeologist norway ski","de","Archäologe Norwegen Ski","youtube","False"
"6677","Archaeologist norway ski","de","Archäologe Norwegen Ski","dailymotion","False"
"6678","Archaeologist norway ski","jp","考古学者ノルウェースキー","youtube","False"
"6679","Archaeologist norway ski","jp","考古学者ノルウェースキー","dailymotion","False"
"6680","Archaeologist norway ski","id","Arkeolog norwegia ski","youtube","False"
"6681","Archaeologist norway ski","id","Arkeolog norwegia ski","dailymotion","False"
"6682","Injured pakistan earthquake","en","Injured pakistan earthquake","youtube","False"
"6683","Injured pakistan earthquake","en","Injured pakistan earthquake","dailymotion","False"
"6684","Injured pakistan earthquake","zh-cn","巴基斯坦地震受伤","youtube","False"
"6685","Injured pakistan earthquake","zh-cn","巴基斯坦地震受伤","dailymotion","False"
"6686","Injured pakistan earthquake","hi","घायल पाकिस्तान भूकंप","youtube","False"
"6687","Injured pakistan earthquake","hi","घायल पाकिस्तान भूकंप","dailymotion","False"
"6688","Injured pakistan earthquake","es","Terremoto de Pakistán herido","youtube","False"
"6689","Injured pakistan earthquake","es","Terremoto de Pakistán herido","dailymotion","False"
"6690","Injured pakistan earthquake","ar","إصابة زلزال باكستان","youtube","False"
"6691","Injured pakistan earthquake","ar","إصابة زلزال باكستان","dailymotion","False"
"6692","Injured pakistan earthquake","bn","পাকিস্তানের ভূমিকম্পে আহত","youtube","False"
"6693","Injured pakistan earthquake","bn","পাকিস্তানের ভূমিকম্পে আহত","dailymotion","False"
"6694","Injured pakistan earthquake","fr","Blessé au Pakistan tremblement de terre","youtube","False"
"6695","Injured pakistan earthquake","fr","Blessé au Pakistan tremblement de terre","dailymotion","False"
"6696","Injured pakistan earthquake","ru","Пострадавшие в результате землетрясения в пакистане","youtube","False"
"6697","Injured pakistan earthquake","ru","Пострадавшие в результате землетрясения в пакистане","dailymotion","False"
"6698","Injured pakistan earthquake","pt","Terremoto no Paquistão ferido","youtube","False"
"6699","Injured pakistan earthquake","pt","Terremoto no Paquistão ferido","dailymotion","False"
"6700","Injured pakistan earthquake","ur","پاکستان کا زلزلہ زخمی۔","youtube","False"
"6701","Injured pakistan earthquake","ur","پاکستان کا زلزلہ زخمی۔","dailymotion","False"
"6702","Injured pakistan earthquake","de","Verletztes Erdbeben in Pakistan","youtube","False"
"6703","Injured pakistan earthquake","de","Verletztes Erdbeben in Pakistan","dailymotion","False"
"6704","Injured pakistan earthquake","jp","負傷したパキスタン地震","youtube","False"
"6705","Injured pakistan earthquake","jp","負傷したパキスタン地震","dailymotion","False"
"6706","Injured pakistan earthquake","id","Gempa pakistan yang terluka","youtube","False"
"6707","Injured pakistan earthquake","id","Gempa pakistan yang terluka","dailymotion","False"
"6708","Huntington beach oil","en","Huntington beach oil","youtube","False"
"6709","Huntington beach oil","en","Huntington beach oil","dailymotion","False"
"6710","Huntington beach oil","zh-cn","亨廷顿沙滩油","youtube","False"
"6711","Huntington beach oil","zh-cn","亨廷顿沙滩油","dailymotion","False"
"6712","Huntington beach oil","hi","हटिंगटन बीच तेल","youtube","False"
"6713","Huntington beach oil","hi","हटिंगटन बीच तेल","dailymotion","False"
"6714","Huntington beach oil","es","Aceite de Huntington Beach","youtube","False"
"6715","Huntington beach oil","es","Aceite de Huntington Beach","dailymotion","False"
"6716","Huntington beach oil","ar","زيت شاطئ هنتنغتون","youtube","False"
"6717","Huntington beach oil","ar","زيت شاطئ هنتنغتون","dailymotion","False"
"6718","Huntington beach oil","bn","হান্টিংটন সৈকত তেল","youtube","False"
"6719","Huntington beach oil","bn","হান্টিংটন সৈকত তেল","dailymotion","False"
"6720","Huntington beach oil","fr","Huile de plage Huntington","youtube","False"
"6721","Huntington beach oil","fr","Huile de plage Huntington","dailymotion","False"
"6722","Huntington beach oil","ru","Масло Хантингтон-Бич","youtube","False"
"6723","Huntington beach oil","ru","Масло Хантингтон-Бич","dailymotion","False"
"6724","Huntington beach oil","pt","Óleo de Huntington Beach","youtube","False"
"6725","Huntington beach oil","pt","Óleo de Huntington Beach","dailymotion","False"
"6726","Huntington beach oil","ur","ہنٹنگٹن بیچ آئل۔","youtube","False"
"6727","Huntington beach oil","ur","ہنٹنگٹن بیچ آئل۔","dailymotion","False"
"6728","Huntington beach oil","de","Huntington Strandöl","youtube","False"
"6729","Huntington beach oil","de","Huntington Strandöl","dailymotion","False"
"6730","Huntington beach oil","jp","ハンティントンビーチオイル","youtube","False"
"6731","Huntington beach oil","jp","ハンティントンビーチオイル","dailymotion","False"
"6732","Huntington beach oil","id","Minyak pantai Huntington","youtube","False"
"6733","Huntington beach oil","id","Minyak pantai Huntington","dailymotion","False"
"6734","Bodycam Ohio police","en","Bodycam Ohio police","youtube","False"
"6735","Bodycam Ohio police","en","Bodycam Ohio police","dailymotion","False"
"6736","Bodycam Ohio police","zh-cn","Bodycam 俄亥俄州警察","youtube","False"
"6737","Bodycam Ohio police","zh-cn","Bodycam 俄亥俄州警察","dailymotion","False"
"6738","Bodycam Ohio police","hi","बॉडीकैम ओहियो पुलिस","youtube","False"
"6739","Bodycam Ohio police","hi","बॉडीकैम ओहियो पुलिस","dailymotion","False"
"6740","Bodycam Ohio police","es","Policía de Bodycam Ohio","youtube","False"
"6741","Bodycam Ohio police","es","Policía de Bodycam Ohio","dailymotion","False"
"6742","Bodycam Ohio police","ar","شرطة Bodycam أوهايو","youtube","False"
"6743","Bodycam Ohio police","ar","شرطة Bodycam أوهايو","dailymotion","False"
"6744","Bodycam Ohio police","bn","বডি ক্যাম ওহাইও পুলিশ","youtube","False"
"6745","Bodycam Ohio police","bn","বডি ক্যাম ওহাইও পুলিশ","dailymotion","False"
"6746","Bodycam Ohio police","fr","Bodycam police de l'Ohio","youtube","False"
"6747","Bodycam Ohio police","fr","Bodycam police de l'Ohio","dailymotion","False"
"6748","Bodycam Ohio police","ru","Bodycam полиция Огайо","youtube","False"
"6749","Bodycam Ohio police","ru","Bodycam полиция Огайо","dailymotion","False"
"6750","Bodycam Ohio police","pt","Polícia Bodycam Ohio","youtube","False"
"6751","Bodycam Ohio police","pt","Polícia Bodycam Ohio","dailymotion","False"
"6752","Bodycam Ohio police","ur","باڈی کیم اوہائیو پولیس۔","youtube","False"
"6753","Bodycam Ohio police","ur","باڈی کیم اوہائیو پولیس۔","dailymotion","False"
"6754","Bodycam Ohio police","de","Bodycam Ohio Polizei","youtube","False"
"6755","Bodycam Ohio police","de","Bodycam Ohio Polizei","dailymotion","False"
"6756","Bodycam Ohio police","jp","ボディカメラオハイオ警察","youtube","False"
"6757","Bodycam Ohio police","jp","ボディカメラオハイオ警察","dailymotion","False"
"6758","Bodycam Ohio police","id","Bodycam polisi Ohio","youtube","False"
"6759","Bodycam Ohio police","id","Bodycam polisi Ohio","dailymotion","False"
"6760","Pentagon leaked videos","en","Pentagon leaked videos","youtube","False"
"6761","Pentagon leaked videos","en","Pentagon leaked videos","dailymotion","False"
"6762","Pentagon leaked videos","zh-cn","五角大楼泄露的视频","youtube","False"
"6763","Pentagon leaked videos","zh-cn","五角大楼泄露的视频","dailymotion","False"
"6764","Pentagon leaked videos","hi","पेंटागन लीक वीडियो","youtube","False"
"6765","Pentagon leaked videos","hi","पेंटागन लीक वीडियो","dailymotion","False"
"6766","Pentagon leaked videos","es","Videos filtrados del Pentágono","youtube","False"
"6767","Pentagon leaked videos","es","Videos filtrados del Pentágono","dailymotion","False"
"6768","Pentagon leaked videos","ar","البنتاغون سرب مقاطع فيديو","youtube","False"
"6769","Pentagon leaked videos","ar","البنتاغون سرب مقاطع فيديو","dailymotion","False"
"6770","Pentagon leaked videos","bn","পেন্টাগনের ভিডিও ফাঁস","youtube","False"
"6771","Pentagon leaked videos","bn","পেন্টাগনের ভিডিও ফাঁস","dailymotion","False"
"6772","Pentagon leaked videos","fr","Le Pentagone a divulgué des vidéos","youtube","False"
"6773","Pentagon leaked videos","fr","Le Pentagone a divulgué des vidéos","dailymotion","False"
"6774","Pentagon leaked videos","ru","Пентагон слил видео","youtube","False"
"6775","Pentagon leaked videos","ru","Пентагон слил видео","dailymotion","False"
"6776","Pentagon leaked videos","pt","Vídeos vazados do Pentágono","youtube","False"
"6777","Pentagon leaked videos","pt","Vídeos vazados do Pentágono","dailymotion","False"
"6778","Pentagon leaked videos","ur","پینٹاگون نے ویڈیو لیک کردی۔","youtube","False"
"6779","Pentagon leaked videos","ur","پینٹاگون نے ویڈیو لیک کردی۔","dailymotion","False"
"6780","Pentagon leaked videos","de","Pentagon hat Videos durchgesickert","youtube","False"
"6781","Pentagon leaked videos","de","Pentagon hat Videos durchgesickert","dailymotion","False"
"6782","Pentagon leaked videos","jp","ペンタゴンがビデオを漏らした","youtube","False"
"6783","Pentagon leaked videos","jp","ペンタゴンがビデオを漏らした","dailymotion","False"
"6784","Pentagon leaked videos","id","Video bocoran Pentagon","youtube","False"
"6785","Pentagon leaked videos","id","Video bocoran Pentagon","dailymotion","False"
"6786","Tensions China Taiwan","en","Tensions China Taiwan","youtube","False"
"6787","Tensions China Taiwan","en","Tensions China Taiwan","dailymotion","False"
"6788","Tensions China Taiwan","zh-cn","紧张局势中国台湾","youtube","False"
"6789","Tensions China Taiwan","zh-cn","紧张局势中国台湾","dailymotion","False"
"6790","Tensions China Taiwan","hi","तनाव चीन ताइवान","youtube","False"
"6791","Tensions China Taiwan","hi","तनाव चीन ताइवान","dailymotion","False"
"6792","Tensions China Taiwan","es","Tensiones China Taiwán","youtube","False"
"6793","Tensions China Taiwan","es","Tensiones China Taiwán","dailymotion","False"
"6794","Tensions China Taiwan","ar","التوترات الصين تايوان","youtube","False"
"6795","Tensions China Taiwan","ar","التوترات الصين تايوان","dailymotion","False"
"6796","Tensions China Taiwan","bn","উত্তেজনা চীন তাইওয়ান","youtube","False"
"6797","Tensions China Taiwan","bn","উত্তেজনা চীন তাইওয়ান","dailymotion","False"
"6798","Tensions China Taiwan","fr","Tensions Chine Taïwan","youtube","False"
"6799","Tensions China Taiwan","fr","Tensions Chine Taïwan","dailymotion","False"
"6800","Tensions China Taiwan","ru","Напряженность Китай Тайвань","youtube","False"
"6801","Tensions China Taiwan","ru","Напряженность Китай Тайвань","dailymotion","False"
"6802","Tensions China Taiwan","pt","Tensões China Taiwan","youtube","False"
"6803","Tensions China Taiwan","pt","Tensões China Taiwan","dailymotion","False"
"6804","Tensions China Taiwan","ur","کشیدگی چین تائیوان۔","youtube","False"
"6805","Tensions China Taiwan","ur","کشیدگی چین تائیوان۔","dailymotion","False"
"6806","Tensions China Taiwan","de","Spannungen China Taiwan","youtube","False"
"6807","Tensions China Taiwan","de","Spannungen China Taiwan","dailymotion","False"
"6808","Tensions China Taiwan","jp","緊張中国台湾","youtube","False"
"6809","Tensions China Taiwan","jp","緊張中国台湾","dailymotion","False"
"6810","Tensions China Taiwan","id","Ketegangan Cina Taiwan","youtube","False"
"6811","Tensions China Taiwan","id","Ketegangan Cina Taiwan","dailymotion","False"
"6812","Intel Global chip crisis","en","Intel Global chip crisis","youtube","False"
"6813","Intel Global chip crisis","en","Intel Global chip crisis","dailymotion","False"
"6814","Intel Global chip crisis","zh-cn","英特尔全球芯片危机","youtube","False"
"6815","Intel Global chip crisis","zh-cn","英特尔全球芯片危机","dailymotion","False"
"6816","Intel Global chip crisis","hi","इंटेल ग्लोबल चिप संकट","youtube","False"
"6817","Intel Global chip crisis","hi","इंटेल ग्लोबल चिप संकट","dailymotion","False"
"6818","Intel Global chip crisis","es","Crisis global de chips de Intel","youtube","False"
"6819","Intel Global chip crisis","es","Crisis global de chips de Intel","dailymotion","False"
"6820","Intel Global chip crisis","ar","أزمة رقائق إنتل العالمية","youtube","False"
"6821","Intel Global chip crisis","ar","أزمة رقائق إنتل العالمية","dailymotion","False"
"6822","Intel Global chip crisis","bn","ইন্টেল গ্লোবাল চিপ সংকট","youtube","False"
"6823","Intel Global chip crisis","bn","ইন্টেল গ্লোবাল চিপ সংকট","dailymotion","False"
"6824","Intel Global chip crisis","fr","Crise mondiale des puces Intel","youtube","False"
"6825","Intel Global chip crisis","fr","Crise mondiale des puces Intel","dailymotion","False"
"6826","Intel Global chip crisis","ru","Глобальный кризис чипов Intel","youtube","False"
"6827","Intel Global chip crisis","ru","Глобальный кризис чипов Intel","dailymotion","False"
"6828","Intel Global chip crisis","pt","Crise global do chip Intel","youtube","False"
"6829","Intel Global chip crisis","pt","Crise global do chip Intel","dailymotion","False"
"6830","Intel Global chip crisis","ur","انٹیل گلوبل چپ بحران","youtube","False"
"6831","Intel Global chip crisis","ur","انٹیل گلوبل چپ بحران","dailymotion","False"
"6832","Intel Global chip crisis","de","Intel Globale Chipkrise","youtube","False"
"6833","Intel Global chip crisis","de","Intel Globale Chipkrise","dailymotion","False"
"6834","Intel Global chip crisis","jp","インテルグローバルチップ危機","youtube","False"
"6835","Intel Global chip crisis","jp","インテルグローバルチップ危機","dailymotion","False"
"6836","Intel Global chip crisis","id","Krisis chip global Intel","youtube","False"
"6837","Intel Global chip crisis","id","Krisis chip global Intel","dailymotion","False"
"6838","Cicada season starts","en","Cicada season starts","youtube","False"
"6839","Cicada season starts","en","Cicada season starts","dailymotion","False"
"6840","Cicada season starts","zh-cn","蝉的季节开始","youtube","False"
"6841","Cicada season starts","zh-cn","蝉的季节开始","dailymotion","False"
"6842","Cicada season starts","hi","सिकाडा सीजन शुरू","youtube","False"
"6843","Cicada season starts","hi","सिकाडा सीजन शुरू","dailymotion","False"
"6844","Cicada season starts","es","Comienza la temporada de cigarras","youtube","False"
"6845","Cicada season starts","es","Comienza la temporada de cigarras","dailymotion","False"
"6846","Cicada season starts","ar","يبدأ موسم السيكادا","youtube","False"
"6847","Cicada season starts","ar","يبدأ موسم السيكادا","dailymotion","False"
"6848","Cicada season starts","bn","সিকাদা মৌসুম শুরু","youtube","False"
"6849","Cicada season starts","bn","সিকাদা মৌসুম শুরু","dailymotion","False"
"6850","Cicada season starts","fr","La saison des cigales commence","youtube","False"
"6851","Cicada season starts","fr","La saison des cigales commence","dailymotion","False"
"6852","Cicada season starts","ru","Сезон цикады начинается","youtube","False"
"6853","Cicada season starts","ru","Сезон цикады начинается","dailymotion","False"
"6854","Cicada season starts","pt","A temporada da cigarra começa","youtube","False"
"6855","Cicada season starts","pt","A temporada da cigarra começa","dailymotion","False"
"6856","Cicada season starts","ur","Cicada موسم شروع ہوتا ہے","youtube","False"
"6857","Cicada season starts","ur","Cicada موسم شروع ہوتا ہے","dailymotion","False"
"6858","Cicada season starts","de","Die Zikadensaison beginnt","youtube","False"
"6859","Cicada season starts","de","Die Zikadensaison beginnt","dailymotion","False"
"6860","Cicada season starts","jp","蝉の季節が始まる","youtube","False"
"6861","Cicada season starts","jp","蝉の季節が始まる","dailymotion","False"
"6862","Cicada season starts","id","Musim jangkrik dimulai","youtube","False"
"6863","Cicada season starts","id","Musim jangkrik dimulai","dailymotion","False"
"6864","Tropical depression henri","en","Tropical depression henri","youtube","False"
"6865","Tropical depression henri","en","Tropical depression henri","dailymotion","False"
"6866","Tropical depression henri","zh-cn","热带低气压亨利","youtube","False"
"6867","Tropical depression henri","zh-cn","热带低气压亨利","dailymotion","False"
"6868","Tropical depression henri","hi","उष्णकटिबंधीय अवसाद हेनरी","youtube","False"
"6869","Tropical depression henri","hi","उष्णकटिबंधीय अवसाद हेनरी","dailymotion","False"
"6870","Tropical depression henri","es","Depresión tropical henri","youtube","False"
"6871","Tropical depression henri","es","Depresión tropical henri","dailymotion","False"
"6872","Tropical depression henri","ar","المنخفض الاستوائي هنري","youtube","False"
"6873","Tropical depression henri","ar","المنخفض الاستوائي هنري","dailymotion","False"
"6874","Tropical depression henri","bn","ক্রান্তীয় বিষণ্নতা হেনরি","youtube","False"
"6875","Tropical depression henri","bn","ক্রান্তীয় বিষণ্নতা হেনরি","dailymotion","False"
"6876","Tropical depression henri","fr","Dépression tropicale henri","youtube","False"
"6877","Tropical depression henri","fr","Dépression tropicale henri","dailymotion","False"
"6878","Tropical depression henri","ru","Тропическая депрессия Анри","youtube","False"
"6879","Tropical depression henri","ru","Тропическая депрессия Анри","dailymotion","False"
